start_time,stop_time,question,value,topic_idx
101.1,101.96,how are you doing today,okay,0
165.3,165.71,do you travel a lot,no,12
176.97,178.14,what'd you study at school,i studied,2
179.51,180.64,what'd you study at school,liberal art <a> art <a>,2
181.68,183.3,what'd you study at school,i studied um,2
183.86,184.48,what'd you study at school,film,2
208.42,210.48,what's your dream job,uh to work,11
211.64,212.82,what's your dream job,i,11
214.34,216.34,what's your dream job,i want to become a,11
218.83,219.28,what's your dream job,<laughter>,11
221.67,223.52,what's your dream job,i don't care <ca> i don't know,11
224.08,225.76,what's your dream job,i i i i don't wanna tell you,11
290.64,292.89,how are you at controlling your temper,i think about it and then i stop,1
314.5,315.48,when was the last time you argued with someone and what was it about,i don't remember,5
475.02,476.95,how easy is it for you to get a good night's sleep,it's okay you just sleep,9
477.35,478.19,how easy is it for you to get a good night's sleep,it's easy,9
478.7,480.04,how easy is it for you to get a good night's sleep,you just close your eyes,9
496.46,497.25,how have you been feeling lately,<sigh>,13
500.2,500.83,how have you been feeling lately,uh good,13
523.17,523.63,when was the last time you felt really happy,uh,8
525.09,526.79,when was the last time you felt really happy,right now i feel really happy,8
644.35,645.36,what advice would you give to yourself ten or twenty years ago,<laughter>,6
646.99,650.21,what advice would you give to yourself ten or twenty years ago,um what advice would i give myself,6
651.69,655.5,what advice would you give to yourself ten or twenty years ago,ten <t> ten <te> okay ten years ago 'cause i was okay um,6
657.13,658.67,what advice would you give to yourself ten or twenty years ago,i would say,6
659.0,661.18,what advice would you give to yourself ten or twenty years ago,do good in do good in school,6
692.66,694.37,how would your best friend describe you,um funny,10
701.77,704.07,how would your best friend describe you,mm,10
707.6,709.63,how would your best friend describe you,like long term or short term,10
836.76,838.29,what are you most proud of in your life,staring at you,7
839.15,841.08,what are you most proud of in your life,in the eyes,7
843.62,844.19,what are you most proud of in your life,<laughter>,7
