start_time,stop_time,question,value,topic_idx
58.23,58.95,how are you doing today,very well,0
169.61,170.58,do you travel a lot,yes i do,12
263.49,268.9,what'd you study at school,wow i've studied lots of different things i've studied law i've studied um,2
269.81,274.15,what'd you study at school,entertainment i've studied communications i've studied,2
274.81,276.93,what'd you study at school,whatever i want to quite a renaissance woman,2
308.595,310.545,what's your dream job,i don't have a dream job,11
311.23,311.83,what's your dream job,per se,11
312.3,315.81,what's your dream job,what i do have is a um,11
316.2,319.93,what's your dream job,desire to just be able to be free to do whatever it is that i choose,11
320.38,322.39,what's your dream job,on a daily basis so,11
372.26,375.83,how are you at controlling your temper,uh excellent <laughter> i don't really have one anymore,1
380.37,381.36,when was the last time you argued with someone and what was it about,argued,5
385.46,389.58,when was the last time you argued with someone and what was it about,cannot remember the last time that i actually had an argument,5
395.175,395.995,when was the last time you argued with someone and what was it about,don't know what it's about,5
397.03,401.49,when was the last time you argued with someone and what was it about,i imagine that the last time i argued about something probably might be related to money,5
536.5,539.49,how easy is it for you to get a good night's sleep,uh very easy as soon as i hit the pillow i'm out,9
544.99,545.74,how have you been feeling lately,uh,13
546.59,548.94,how have you been feeling lately,great uh a little more,13
549.45,550.35,how have you been feeling lately,uh,13
552.03,554.67,how have you been feeling lately,physical exertion than normal ,13
555.41,556.5,how have you been feeling lately,but uh still great,13
557.15,557.54,how have you been feeling lately,<laughter>,13
578.8,579.44,have you ever been diagnosed with ptsd,no,14
580.125,580.285,have you been diagnosed with depression,mm,4
582.14,582.78,have you been diagnosed with depression,no,4
586.98,588.39,when was the last time you felt really happy,uh that's pretty much every day,8
588.91,592.75,when was the last time you felt really happy,<laughter> i feel really happy every day i'm thankful i'm grateful,8
593.47,598.79,when was the last time you felt really happy,for my life and uh i'm just thankful for everything that comes into it,8
603.38,604.31,how would your best friend describe you,uh,10
604.85,607.08,how would your best friend describe you,very smart uh,10
607.76,609.93,how would your best friend describe you,very loving uh very intelligent,10
612.44,613.12,how would your best friend describe you,funny,10
613.76,614.92,how would your best friend describe you,uh outgoing,10
617.685,619.815,how would your best friend describe you,that's probably probably what my friends would say,10
645.21,647.57,what advice would you give to yourself ten or twenty years ago,what advice would i have given myself ten or twenty years ago,6
648.11,649.15,what advice would you give to yourself ten or twenty years ago,to know,6
652.87,656.0,what advice would you give to yourself ten or twenty years ago,to understand that everything that happened ten or twenty years ago,6
656.4,660.59,what advice would you give to yourself ten or twenty years ago,was important in terms of developing the person that i am now,6
660.94,661.74,what advice would you give to yourself ten or twenty years ago,and,6
662.75,663.65,what advice would you give to yourself ten or twenty years ago,so to just,6
664.19,668.97,what advice would you give to yourself ten or twenty years ago,be able to go with the flow and go with the experiences of life in order to be able to,6
669.57,673.14,what advice would you give to yourself ten or twenty years ago,learn how to move effortlessly through any situation that comes up,6
700.92,705.35,what are you most proud of in your life,wow my my willingness to get to know myself,7
705.78,711.69,what are you most proud of in your life,through travel through exploration through practices and through the practical application,7
712.28,715.92,what are you most proud of in your life,of everything that i've learned about people cultures,7
716.31,718.96,what are you most proud of in your life,places and most importantly,7
719.63,720.12,what are you most proud of in your life,you know,7
720.56,721.33,what are you most proud of in your life,the god within me,7
