start_time,stop_time,question,value,topic_idx
48.05,50.64,how are you doing today,i'm fine tired i had to bike it here ,0
51.37,52.22,how are you doing today,so my back is sweaty ,0
77.71,81.18,what'd you study at school,i'm trying to do audio engineering working with music ,2
92.76,98.03,what's your dream job,uh working in a recording studio probably doing soundtracks for music or ,11
99.91,101.08,what's your dream job,i have no idea <laughter> ,11
112.39,116.16,do you travel a lot,no i'm always either in l_a or just at home,12
148.22,150.26,how are you at controlling your temper,pretty good i don't get angry very often ,1
155.42,158.34,when was the last time you argued with someone and what was it about,uh let's see <sigh> hmm,5
159.5,166.01,when was the last time you argued with someone and what was it about,<makes sound with mouth> my girlfriend she didn't wanna go to my friend's house ,5
166.87,169.38,when was the last time you argued with someone and what was it about,and <hiss sound> what happened what happened ,5
170.22,171.32,when was the last time you argued with someone and what was it about,yeah that was it <laughter> ,5
216.95,217.6,have you ever been diagnosed with ptsd,i don't want to,14
219.24,219.6,have you ever been diagnosed with ptsd,nope,14
223.67,224.52,have you been diagnosed with depression,no <laughter> ,4
229.84,232.25,how easy is it for you to get a good night's sleep,i mean i usually just stay up pretty late so ,9
232.9,233.48,how easy is it for you to get a good night's sleep,i ,9
234.73,239.38,how easy is it for you to get a good night's sleep,usually my fault that i don't go to sleep early and then i wake up really late in the afternoon,9
240.28,240.64,how easy is it for you to get a good night's sleep,so,9
256.87,259.08,how have you been feeling lately,um fine happy normal ,13
260.11,260.42,how have you been feeling lately,just,13
261.87,262.11,how have you been feeling lately,mm,13
262.7,262.97,when was the last time you felt really happy,same,8
267.29,270.29,when was the last time you felt really happy,my birthday that was two days ago ,8
271.28,274.2,when was the last time you felt really happy,two three days ago um i got some ,8
275.65,277.49,when was the last time you felt really happy,i got a gift from my girlfriend it was pretty cool <laughter> ,8
282.72,285.97,how would your best friend describe you,um <sigh> cool funny energetic ,10
286.92,287.37,how would your best friend describe you,smart,10
289.98,290.58,how would your best friend describe you,active,10
298.32,300.76,what are you most proud of in your life,the music that i make ,7
306.09,306.66,is there anything you regret,mm,3
307.38,309.2,is there anything you regret,a couple things i can't name 'em right now,3
309.9,310.53,is there anything you regret,probably ,3
312.61,313.92,is there anything you regret,things i did in high school <laughter> ,3
322.86,323.36,what advice would you give to yourself ten or twenty years ago,let's see,6
323.98,325.94,what advice would you give to yourself ten or twenty years ago,what would i say to myself um,6
326.86,331.03,what advice would you give to yourself ten or twenty years ago,<deep breath> uh <gibberish> ,6
332.09,332.65,what advice would you give to yourself ten or twenty years ago,don't get arrested ,6
333.24,333.76,what advice would you give to yourself ten or twenty years ago,stay in school ,6
335.55,335.91,what advice would you give to yourself ten or twenty years ago,<laughter> ,6
