start_time,stop_time,question,value,topic_idx
80.2,80.881,how are you doing today,i'm doing alright,0
180.672,181.709,do you travel a lot,not really no i don't,12
195.69,196.445,what'd you study at school,digital media,2
226.618,231.018,what's your dream job,well i i guess my dream job would be working <deep breath> in something that,11
232.045,235.581,what's your dream job,uh i went to school for you know i i never really completed my education,11
239.009,243.936,what's your dream job,but i guess it'd be great if i went you know back to school and you know finished you know my,11
244.372,245.709,what's your dream job,degree in digital media,11
246.418,247.754,what's your dream job,and uh you know finished,11
248.181,250.627,what's your dream job,and uh started working you know doing something in that field,11
317.488,318.238,how are you at controlling your temper,well <sigh>,1
318.776,319.786,how are you at controlling your temper,it depends on,1
320.975,324.49,how are you at controlling your temper,how high my stress level is and how angry i am,1
325.938,326.638,how are you at controlling your temper,but i,1
327.494,328.514,how are you at controlling your temper,i do my best to,1
329.018,330.845,how are you at controlling your temper,not get so pissed off <laughter>,1
337.8,341.054,when was the last time you argued with someone and what was it about,scrubbed_entry,5
342.55,343.17,when was the last time you argued with someone and what was it about,and,5
346.058,347.348,when was the last time you argued with someone and what was it about,i don't know she um,5
349.063,351.381,when was the last time you argued with someone and what was it about,she wanted me to to come and pick her up,5
352.509,353.845,when was the last time you argued with someone and what was it about,uh she was a little drunk,5
355.427,359.9,when was the last time you argued with someone and what was it about,and uh we just kinda fought over the phone all over some other things and,5
361.118,362.554,when was the last time you argued with someone and what was it about,i just ended not picking her up,5
363.572,365.654,when was the last time you argued with someone and what was it about,because of her attitude on the phone with me,5
681.23,681.53,have you ever been diagnosed with ptsd,no,14
684.962,685.282,have you been diagnosed with depression,no,4
691.003,692.583,how easy is it for you to get a good night's sleep,uh sometimes it's hard,9
695.424,702.291,how easy is it for you to get a good night's sleep,sometimes i just lay awake in bed <sigh> you know thinking all the things that are going through my head all the you know all the stress that i'm going through,9
702.941,704.516,how easy is it for you to get a good night's sleep,with work and you know,9
705.941,706.616,how easy is it for you to get a good night's sleep,making sure,9
707.951,711.561,how easy is it for you to get a good night's sleep,you know wondering if i'm gonna if i'm gonna be able to make you know rent,9
712.258,714.391,how easy is it for you to get a good night's sleep,you know wondering what my kids are going through,9
714.974,718.316,how easy is it for you to get a good night's sleep,you know when i'll see them again if they even care about me anymore,9
719.283,720.858,how easy is it for you to get a good night's sleep,if they even know they have a father,9
722.143,722.563,how easy is it for you to get a good night's sleep,you know,9
722.974,724.774,how easy is it for you to get a good night's sleep,those are some of the things that run through my head and,9
726.547,728.737,how easy is it for you to get a good night's sleep,and that keeps me up at night sometimes,9
801.11,802.8,when was the last time you felt really happy,the last time i felt really happy,8
804.585,805.375,when was the last time you felt really happy,uh,8
805.805,808.635,when was the last time you felt really happy,was actually a couple of nights ago i went out drinking with um,8
809.78,811.92,when was the last time you felt really happy,with a couple of my friends from work and um,8
813.635,814.165,when was the last time you felt really happy,i don't know,8
814.99,815.52,when was the last time you felt really happy,we just got,8
816.38,817.37,when was the last time you felt really happy,pretty drunk and just <laughter>,8
818.015,819.905,when was the last time you felt really happy,that kinda helped me to forget,8
820.915,822.245,when was the last time you felt really happy,all the crap that was,8
823.055,824.245,when was the last time you felt really happy,previously going through my head,8
825.36,828.86,when was the last time you felt really happy,so if if i can distract myself if i can forget about all that,8
829.775,830.775,when was the last time you felt really happy,other stuff,8
831.815,832.945,when was the last time you felt really happy,then i'm happy <sigh>,8
1019.295,1020.005,is there anything you regret,i regret,3
1022.02,1022.5,is there anything you regret,not,3
1023.895,1025.705,is there anything you regret,breaking up with my ex-wife sooner,3
1027.785,1028.465,is there anything you regret,i regret <re> i regret <re>,3
1088.875,1090.175,what advice would you give to yourself ten or twenty years ago,it's okay to be selfish,6
1091.23,1092.27,what advice would you give to yourself ten or twenty years ago,it's okay to,6
1093.13,1093.68,what advice would you give to yourself ten or twenty years ago,you know,6
1095.27,1097.02,what advice would you give to yourself ten or twenty years ago,think about yourself sometimes,6
1098.785,1101.305,what advice would you give to yourself ten or twenty years ago,you know if you keep putting everyone ahead of you,6
1102.24,1105.33,what advice would you give to yourself ten or twenty years ago,then you're not thinking about yourself you're not thinking about what makes you happy,6
1106.47,1107.21,what advice would you give to yourself ten or twenty years ago,and even though,6
1108.09,1109.67,what advice would you give to yourself ten or twenty years ago,pleasing people may make you happy,6
1111.79,1116.8,what advice would you give to yourself ten or twenty years ago,uh you have to think about yourself sometimes too and about your needs,6
1118.53,1119.38,what advice would you give to yourself ten or twenty years ago,because,6
1120.275,1120.895,what advice would you give to yourself ten or twenty years ago,you know,6
1122.965,1124.355,what advice would you give to yourself ten or twenty years ago,you play an important role,6
1125.65,1126.11,what advice would you give to yourself ten or twenty years ago,in,6
1126.8,1129.07,what advice would you give to yourself ten or twenty years ago,the lives of your close family members,6
1130.66,1131.46,what advice would you give to yourself ten or twenty years ago,and um,6
1132.235,1133.915,what advice would you give to yourself ten or twenty years ago,in order to keep everything afloat,6
1136.21,1139.42,what advice would you give to yourself ten or twenty years ago,you sometimes gotta xxx gotta worry about the one person that's,6
