start_time,stop_time,question,value,topic_idx
54.51,55.77,how are you doing today,i'm doing fine thank you ,0
85.88,88.5,do you travel a lot,yes i like to travel and i travel a lot ,12
142.67,148.07,what'd you study at school,i studied english and education so that i could teach high school students ,2
167.72,168.31,what's your dream job,wow,11
169.32,177.02,what's your dream job,anything that uh combines teaching traveling and writing would be a dream job for me so,11
177.79,182.28,what's your dream job,yeah anything that combines those three items so teaching has the closest outcome to that   ,11
274.03,279.38,how are you at controlling your temper,oh i'm fine i can totally <to> in at controlling my temper i think so i don't have a yeah   ,1
284.22,286.08,when was the last time you argued with someone and what was it about,the last time i argued with someone ,5
288.09,289.6,when was the last time you argued with someone and what was it about,was um ,5
291.24,296.09,when was the last time you argued with someone and what was it about,i don't know maybe a couple of days ago and it was about um,5
297.62,304.78,when was the last time you argued with someone and what was it about,it was about um a smell they had on their clothes but i thought smelled like perfume and they said it did not so <laughter> ,5
306.58,306.94,when was the last time you argued with someone and what was it about,yeah ,5
401.75,402.23,have you ever been diagnosed with ptsd,no,14
404.96,405.49,have you been diagnosed with depression,i have ,4
472.88,474.0,how have you been feeling lately,i've been feeling okay,13
474.79,479.23,how have you been feeling lately,um there are days yeah um i don't know every day is different so,13
480.0,487.73,how have you been feeling lately,i mean today i feel fine but like i said everything is differently lately i've been feeling um more like i can be involved <inv> involved in my own life and like i wanna get  ,13
488.9,490.27,how have you been feeling lately,out and do more things ,13
555.93,562.05,how easy is it for you to get a good night's sleep,it's kinda difficult um i either have a hard time falling asleep or a hard time staying asleep,9
622.4,626.02,when was the last time you felt really happy,i don't know for the most part i feel happy it's just um  ,8
628.73,632.91,when was the last time you felt really happy,last time i felt really happy was i guess over the holidays ,8
658.654,661.42,how would your best friend describe you,how would my best friend describe me probably as um ,10
664.624,671.67,how would your best friend describe you,quiet sometimes cautious talkative sometimes um tenacious ,10
672.38,679.14,how would your best friend describe you,um i don't know a lot of my friends say that they look up to me for uh some of my accomplishments and,10
679.54,685.5,how would your best friend describe you,they also say that they are grateful to have me as a friend because i'm caring and compassionate or,10
686.26,689.45,how would your best friend describe you,um easy to talk to um,10
690.53,693.62,how would your best friend describe you,that i remind them of a of <o> feel like a sister to them ,10
701.444,706.82,is there anything you regret,um everyone has regrets i'm sure yeah i regret stuff ,3
716.11,716.94,what advice would you give to yourself ten or twenty years ago,to just ,6
717.88,731.93,what advice would you give to yourself ten or twenty years ago,relax and be yourself and just go ahead and it sounds cliche and i don't mean to sound that way but it's true it's just um you have to learn how to be comfortable with you and relax and just know you um to not compare yourself to other people,6
732.54,739.42,what advice would you give to yourself ten or twenty years ago,because what someone else is doing or where they may be in their life at a certain time is not necessarily where you,6
739.76,750.47,what advice would you give to yourself ten or twenty years ago,are supposed to be or what you're supposed to be doing at that time it doesn't mean that you're less competent or less able to do it it just means that everyone has their path and everyone has their ,6
750.83,756.75,what advice would you give to yourself ten or twenty years ago,their time and their progression to how they get to things so i would tell me ten years ago to just,6
757.28,761.89,what advice would you give to yourself ten or twenty years ago,believe in me and stay on my own path for what it is that i want for my life and don't be ,6
801.86,805.16,what are you most proud of in your life,um being the first to attend college in my family,7
805.6,820.39,what are you most proud of in your life,and then um going to college and coming back to the community where i uh went to school and then teaching in that community and volunteering in that community and helping um youth or children that come from the same background that i came from so ,7
820.76,822.67,what are you most proud of in your life,uh i'm most proud of being able to ,7
824.2,829.12,what are you most proud of in your life,have the opportunity to improve and better myself and then to come back and,7
830.14,832.85,what are you most proud of in your life,help someone else improve and better themself as well  ,7
