start_time,stop_time,question,value,topic_idx
69.075,69.935,how are you doing today,i'm fine,0
151.855,155.715,do you travel a lot,mm i travel a lot within the united states yes,12
215.94,218.48,what'd you study at school,i just did um two years um,2
219.56,221.94,what'd you study at school,two years of college and it was in um,2
222.71,224.03,what'd you study at school,social science,2
230.94,233.3,what's your dream job,my dream job is,11
234.68,236.7,what's your dream job,well i assist in,11
237.49,243.58,what's your dream job,my husband entertainment but my dream job is um i guess <laughter> one day to be a model but it's a bit,11
244.02,245.59,what's your dream job,i'm a bit too old for that now <laughter>,11
289.53,290.5,how are you at controlling your temper,i'm pretty good,1
297.49,298.36,when was the last time you argued with someone and what was it about,mm,5
300.1,301.67,when was the last time you argued with someone and what was it about,argue my daughter,5
304.165,305.275,when was the last time you argued with someone and what was it about,um it what was it,5
458.175,459.805,how easy is it for you to get a good night's sleep,um very easy,9
469.19,470.05,how have you been feeling lately,mm,13
471.36,476.19,how have you been feeling lately,sometimes a little tired but other than that it's i'm okay <laughter>,13
486.715,487.135,have you ever been diagnosed with ptsd,no,14
489.51,490.04,have you been diagnosed with depression,no,4
494.47,496.31,when was the last time you felt really happy,the last time i felt very happy,8
498.03,505.18,when was the last time you felt really happy,um <sigh> very happy i usually feel happy but not very happy,8
506.225,506.785,when was the last time you felt really happy,um oh,8
507.335,514.255,when was the last time you felt really happy,i get very happy when i'm gonna travel the last time was relocating to los angeles,8
546.17,547.1,how would your best friend describe you,mm,10
548.4,550.21,how would your best friend describe you,i don't know <laughter> calm,10
552.22,555.19,how would your best friend describe you,mm shy <laughter>,10
608.98,609.76,is there anything you regret,mm,3
612.38,613.42,is there anything you regret,yes <laughter>,3
623.78,626.38,what advice would you give to yourself ten or twenty years ago,what advice would i give myself ten twenty years,6
628.44,631.27,what advice would you give to yourself ten or twenty years ago,mm always aim for the best,6
632.66,635.64,what advice would you give to yourself ten or twenty years ago,and be the best do the best that you can every day,6
786.9,788.08,what are you most proud of in your life,that i'm most proud of,7
789.01,797.29,what are you most proud of in your life,i'm proud of having a family i guess because it's something that i always wanted in life um to have a family,7
798.35,799.92,what are you most proud of in your life,and i guess i'm most proud of that,7
