start_time,stop_time,question,value,topic_idx
55.075,56.595,how are you doing today,i'm wonderful how are you,0
101.81,105.58,do you travel a lot,um i wouldn't say a lot but i do try to um,12
106.02,107.11,do you travel a lot,travel um,12
107.54,108.17,do you travel a lot,at least,12
108.9,112.48,do you travel a lot,once once or twice every two years,12
206.536,208.045,what'd you study at school,um child development,2
259.715,261.865,what's your dream job,my dream job,11
264.518,265.718,what's your dream job,i would say um,11
266.763,267.754,what's your dream job,to become a principal,11
370.508,373.063,how are you at controlling your temper,oh wow i'm very very good at that,1
373.546,376.176,how are you at controlling your temper,very good at controlling my temper i um,1
376.772,378.072,how are you at controlling your temper,again um,1
378.573,379.513,how are you at controlling your temper,a series of,1
380.321,382.321,how are you at controlling your temper,meditation that i do um,1
383.057,386.221,how are you at controlling your temper,it involves deep breathing and um,1
386.908,388.888,how are you at controlling your temper,just really centering yourself,1
389.581,392.499,how are you at controlling your temper,to where you can feel your heart beat and you can,1
393.58,396.517,how are you at controlling your temper,um really feel everything in your body,1
397.308,403.123,how are you at controlling your temper,and it really really allows you to de-stress and to control anxiety and anger,1
403.939,406.289,how are you at controlling your temper,and things of that nature yeah that helps me a lot,1
413.136,413.872,when was the last time you argued with someone and what was it about,oh wow,5
414.478,418.138,when was the last time you argued with someone and what was it about,it was just recently um actually unfortunately,5
419.2,421.92,when was the last time you argued with someone and what was it about,it was last week and it was with my husband,5
422.727,424.218,when was the last time you argued with someone and what was it about,and um,5
425.656,427.876,when was the last time you argued with someone and what was it about,it was about um,5
430.445,433.699,when was the last time you argued with someone and what was it about,just the way he responds sometimes to me,5
434.311,436.901,when was the last time you argued with someone and what was it about,uh it can be a little aggressive,5
437.762,444.0,when was the last time you argued with someone and what was it about,um and we're just trying to work with that because i don't respond well to aggression,5
444.727,449.717,when was the last time you argued with someone and what was it about,i totally tune out and um that's actually what happened so,5
450.602,451.712,when was the last time you argued with someone and what was it about,yeah that was it,5
714.11,715.26,how easy is it for you to get a good night's sleep,um <sigh>,9
716.092,716.602,how easy is it for you to get a good night's sleep,well,9
717.962,725.944,how easy is it for you to get a good night's sleep,it depends um sometimes it it really depends it depends on the time that i go to sleep it depends on the time that i woke up,9
726.583,731.773,how easy is it for you to get a good night's sleep,so it's a lot of factors um i can't just give you one answer um i would say that,9
733.158,737.098,how easy is it for you to get a good night's sleep,it varies sometimes i can go to sleep um and fall asleep right away,9
737.717,742.753,how easy is it for you to get a good night's sleep,and other times i can go to sleep and it might take awhile to actually fall asleep so,9
743.241,744.071,how easy is it for you to get a good night's sleep,it varies,9
747.685,750.995,how have you been feeling lately,i've been feeling great lately i i really have been um,13
752.506,758.566,how have you been feeling lately,i can't um say that like i said the last week didn't affect me um you know the argument with my husband but,13
759.19,761.699,how have you been feeling lately,other than that i i've been feeling really good,13
766.88,767.608,have you ever been diagnosed with ptsd,no i haven't,14
770.387,771.087,have you been diagnosed with depression,no i have not,4
777.179,781.699,when was the last time you felt really happy,you know what honestly i feel happy every day you know every day i wake up,8
782.492,784.062,when was the last time you felt really happy,i'm happy because,8
784.711,786.861,when was the last time you felt really happy,that is a chance for me to,8
789.443,792.153,when was the last time you felt really happy,take advantage carpe diem seize the day,8
792.777,797.557,when was the last time you felt really happy,so um i feel blessed every morning i wake up it's a blessing you know because,8
798.253,800.626,when was the last time you felt really happy,i realize that some people did not wake up,8
801.099,803.49,when was the last time you felt really happy,some people are homeless some people,8
804.126,807.762,when was the last time you felt really happy,are going through so many situations that are really disheartening,8
808.317,810.177,when was the last time you felt really happy,and that's not me so,8
810.689,812.359,when was the last time you felt really happy,i feel really really blessed,8
813.07,813.56,when was the last time you felt really happy,every day,8
820.189,821.926,how would your best friend describe you,um as um,10
822.726,825.089,how would your best friend describe you,nurturing patient loving,10
825.8,826.45,how would your best friend describe you,friendly,10
830.269,831.289,how would your best friend describe you,kind of reserved,10
869.73,873.11,is there anything you regret,you know what no regrets no regrets um,3
873.695,876.195,is there anything you regret,you live and learn um nothing is perfect,3
876.98,880.86,is there anything you regret,um everything that i've gone through has made me the person that i am today,3
881.475,885.055,is there anything you regret,so i wouldn't change anything because i'm happy with the person that i am today,3
891.18,895.94,what advice would you give to yourself ten or twenty years ago,oh <sigh> man to stay in school to stay in school and to,6
896.395,901.245,what advice would you give to yourself ten or twenty years ago,get your education and put that first and foremost before a relationship,6
901.925,907.035,what advice would you give to yourself ten or twenty years ago,even before your career um i really really uh would would've told myself um,6
907.735,909.585,what advice would you give to yourself ten or twenty years ago,to stay focused and to,6
910.305,911.355,what advice would you give to yourself ten or twenty years ago,get a great education,6
916.53,919.06,what are you most proud of in your life,i'm most proud of um,7
921.45,923.31,what are you most proud of in your life,where i've come from um,7
924.845,925.985,what are you most proud of in your life,as a teenage mother,7
926.63,930.46,what are you most proud of in your life,um being a statistic and actually changing that,7
931.33,936.75,what are you most proud of in your life,being on my same i've had my uh same job for fifteen years now i'm really proud of that,7
937.375,941.455,what are you most proud of in your life,i've been married for thirteen years i'm really proud of that happily married,7
942.18,945.83,what are you most proud of in your life,um to my best friend and my soulmate nothing's perfect but,7
946.64,951.08,what are you most proud of in your life,um he's my best friend and i love him and i'm also proud of,7
951.73,955.8,what are you most proud of in your life,my son um being the mother that i am and the son that i've raised,7
956.28,959.26,what are you most proud of in your life,i'm proud of the job that i've done and i'm um,7
960.27,962.52,what are you most proud of in your life,i really um applaud myself for that,7
