start_time,stop_time,question,value,topic_idx
64.49,65.16,how are you doing today,i'm doing well,0
65.68,66.03,how are you doing today,thank you,0
103.47,104.85,what'd you study at school,i studied music industry,2
129.74,130.11,what's your dream job,<laughter>,11
132.34,135.2,what's your dream job,i don't really have a dream job i don't know if that exists,11
163.68,167.51,do you travel a lot,well i can't see your shoes but i like to travel yes,12
240.57,241.4,how are you at controlling your temper,i'm pretty calm,1
248.23,251.55,when was the last time you argued with someone and what was it about,um probably couple days ago but it was,5
253.16,254.08,when was the last time you argued with someone and what was it about,and it was about,5
255.47,257.5,when was the last time you argued with someone and what was it about,a musical project that i was involved in,5
408.7,410.42,how easy is it for you to get a good night's sleep,most of the time it's pretty easy,9
426.56,427.03,how have you been feeling lately,fine,13
442.38,444.19,have you ever been diagnosed with ptsd,what does p_t_s_d stand for,14
451.1,451.9,have you been diagnosed with depression,no i haven't,4
458.67,461.01,when was the last time you felt really happy,um i'm happy all the time,8
462.34,464.72,when was the last time you felt really happy,<laughter>,8
467.8,470.7,how would your best friend describe you,um ambitious a go-getter,10
540.24,540.68,is there anything you regret,ever,3
541.79,542.67,is there anything you regret,in regards to what,3
570.76,571.9,what advice would you give to yourself ten or twenty years ago,<deep breath>,6
579.18,580.28,what advice would you give to yourself ten or twenty years ago,what was that question,6
587.29,591.83,what advice would you give to yourself ten or twenty years ago,to read more and watch t_v,6
592.42,594.66,what advice would you give to yourself ten or twenty years ago,watch the computer screen less,6
640.62,642.03,what are you most proud of in your life,what am i most proud of,7
652.22,654.12,what are you most proud of in your life,i'm healthy and i understand,7
654.79,656.22,what are you most proud of in your life,the world around me and i'm,7
657.22,658.53,what are you most proud of in your life,passionate about,7
659.47,664.23,what are you most proud of in your life,things that i'm doing and i have goals that i've set that i'm working towards,7
