start_time,stop_time,question,value,topic_idx
63.54,66.28,how are you doing today,i'm doing great thank you for asking um,0
66.728,68.333,how are you doing today,you know how about yourself,0
68.473,69.278,how are you doing today,<laughter>,0
192.405,200.97,what'd you study at school,well i was studying just basic you know um i'm not sure exactly what i wanna be so it's just kind of you know,2
201.265,204.225,what'd you study at school,here and there just jumping through hoops and stuff so,2
204.43,205.49,what'd you study at school,not really,2
205.785,210.66,what'd you study at school,set yet it's just i'm still trying to find my interests i suppose,2
211.67,212.33,what'd you study at school,so,2
214.055,216.445,what's your dream job,um my dream job hm,11
216.775,217.795,what's your dream job,that's a good one,11
217.97,224.965,what's your dream job,um i love working with children so i would say probably a child psychologist just 'cause you know it's great,11
225.165,228.365,what's your dream job,you know to learn what's going on in the young minds,11
228.485,232.165,what's your dream job,and you know how we could help children develop a better way,11
232.43,235.52,what's your dream job,you know make children you know or help,11
236.02,243.39,what's your dream job,you know help them you know grow up in a positive way i supposed instead of like going the wrong track,11
322.43,328.29,how are you at controlling your temper,i'm okay with it i'm not like the best you know temper controlling person there is out there,1
328.46,332.32,how are you at controlling your temper,you know i try my best and i guess that's all i could do until i keep,1
332.6,334.33,how are you at controlling your temper,doing better eventually,1
334.56,336.15,how are you at controlling your temper,but i'm not like the best,1
349.13,350.9,when was the last time you argued with someone and what was it about,uh huh,5
351.12,352.32,when was the last time you argued with someone and what was it about,that's a good question,5
352.54,353.7,when was the last time you argued with someone and what was it about,um hm,5
355.16,361.0,when was the last time you argued with someone and what was it about,i don't remember <laughter> uh let's see uh,5
362.08,364.68,when was the last time you argued with someone and what was it about,honestly i can't recall maybe,5
365.68,367.41,when was the last time you argued with someone and what was it about,uh,5
368.18,369.31,when was the last time you argued with someone and what was it about,my goodness,5
370.88,379.68,when was the last time you argued with someone and what was it about,i i don't know <laughter> i've i've uh sometimes i'm very passive that i'll just like let things go 'cause i mean what's the point of making a big deal out of things,5
380.09,381.62,when was the last time you argued with someone and what was it about,you know so um,5
381.9,383.55,when was the last time you argued with someone and what was it about,huh i don't know,5
383.77,387.75,when was the last time you argued with someone and what was it about,i'm not i i i can't honestly i can't tell you that <laughter> at this moment,5
477.36,480.81,do you travel a lot,uh i can't see your shoes but um i don't travel a lot um,12
481.04,484.78,do you travel a lot,but i am kind of like an explorer i guess i love to explore like,12
485.11,492.24,do you travel a lot,even the smallest things like if i go hiking i go off trail and you know just find my way up to the top,12
492.52,495.18,do you travel a lot,you know somehow some way and just make it,12
495.44,497.85,do you travel a lot,you know um traveling,12
497.98,500.47,do you travel a lot,uh i would love to do that but,12
500.92,502.97,do you travel a lot,i don't know just you know,12
503.07,505.7,do you travel a lot,always circumstances in my life that,12
505.96,512.33,do you travel a lot,doesn't you know always something you know i'm getting married children you know and all this,12
512.69,514.78,do you travel a lot,so it's kind of like you know,12
515.05,517.31,do you travel a lot,it would be nice i guess you know,12
517.46,518.33,do you travel a lot,it would be nice,12
572.35,573.28,how easy is it for you to get a good night's sleep,uh,9
573.99,580.07,how easy is it for you to get a good night's sleep,it's it's easy but lately i haven't been able to sleep like at night right away because,9
580.26,589.46,how easy is it for you to get a good night's sleep,i don't know just you know just i'm laying there and i'm just like trying to go to sleep and i'm just like ugh but eventually i do <laughter> you know i just i probably like need to,9
589.75,596.6,how easy is it for you to get a good night's sleep,position myself on a different side of the bed like sometimes i'm i'm in the headboard and i'm like ah i gotta go to the other side and,9
596.73,600.31,how easy is it for you to get a good night's sleep,once i position myself then i just like go to sleep you know,9
600.87,605.17,how easy is it for you to get a good night's sleep,but it just i gotta find the position <pos> the right position for me,9
606.33,607.04,how easy is it for you to get a good night's sleep,yeah,9
651.65,653.46,have you been diagnosed with depression,uh no <laughter>,4
655.16,655.78,have you ever been diagnosed with ptsd,no,14
658.22,659.58,how have you been feeling lately,uh been feeling good,13
659.65,661.45,how have you been feeling lately,yeah i've been feeling really good um,13
661.94,670.88,how have you been feeling lately,you know a lot of things in my life have you know it i'm having a really good year so far so i'm very happy with that you know everything's,13
671.15,673.14,how have you been feeling lately,you know going good you know,13
686.23,686.7,when was the last time you felt really happy,yeah,8
690.22,694.33,when was the last time you felt really happy,um super happy was uh,8
694.87,697.04,when was the last time you felt really happy,when the doctor told me i was pregnant,8
697.4,698.45,when was the last time you felt really happy,you know i was,8
698.84,704.5,when was the last time you felt really happy,really really happy about that and i was just like ah you know <laughter> that was really really good you know,8
705.32,711.92,when was the last time you felt really happy,very excited and just reading about what's going on with my body and what's going on with the baby and,8
712.84,722.36,when was the last time you felt really happy,oh that's very overwhelming and it's scary at the same time <laughter> i've never really like uh you know but yeah i've yeah very happy,8
801.59,802.53,is there anything you regret,uh,3
803.3,806.51,is there anything you regret,just my childhood with my sisters and my family but,3
806.75,810.08,is there anything you regret,you know it's you know i you learn from that,3
810.23,821.1,is there anything you regret,you learn from the past and you kind of feel like hey you know maybe i should be a better role model you know for my children and so my children could be better role models so the world could just improve,3
826.85,828.45,what advice would you give to yourself ten or twenty years ago,just smile and be happy,6
829.03,834.32,what advice would you give to yourself ten or twenty years ago,you know and whatever hard things happen you know you're gonna get through them eventually you know,6
834.58,836.53,what advice would you give to yourself ten or twenty years ago,the only thing you can't um,6
